Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 101 | 1 | 3fffef | 00000000.c4d6e89f.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffe | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.0d4f9084.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffb | cb0d4e42.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffea | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.ebfe0fc7.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 3fffed | 00000000.00000000.00000000.fe1021d9.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.91d41508.00000000. | 1 | 3fffe1 | 00000000.00000000.00000000.00000000.4f91d2c6.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff5 | 00000000.00000000.00000000.00000000.00000000.e8fb0cc3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 3fffe7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.d416574a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffec | ef317262.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffee | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.495b6d25. | 1 | 3ffff3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.223445fd.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 7fffc5 | 00000000.00000000.00000000.00000000.00000000.00000000.a9ec2d00.00000000. | 1 | 7fffda | da1c5d32.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffdd | 00000000.00000000.00000000.00000000.00000000.d0e2f4a3.00000000.00000000. | 1 | 7fffc2 | 00000000.3d4f610f.00000000.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 7ffffb | 00000000.00000000.00000000.00000000.00000000.00000000.8ed111e8.00000000. | 1 | 7fffe0 | 00000000.00000000.1c5e9f74.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffe3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.e2f506b5. | 1 | 7fffc8 | 00000000.00000000.00000000.4f617321.00000000.00000000.00000000.00000000. |
| 010 | 1 | 7fffe6 | 00000000.00000000.00000000.00000000.5ea0e1b6.00000000.00000000.00000000. | 1 | 7fffcb | ec2e6f42.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffce | 00000000.00000000.00000000.00000000.00000000.61738533.00000000.00000000. | 1 | 7ffffe | 00000000.00000000.00000000.76889a49.00000000.00000000.00000000.00000000. |
| 011 | 1 | 7fffd4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.73859745. | 1 | 7fffe9 | 00000000.f50718c7.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffec | 00000000.00000000.00000000.00000000.00000000.00000000.a0e323f8.00000000. | 1 | 7fffd1 | 00000000.00000000.2e70b184.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 7fffca | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.9aacbe6d. | 1 | 7fffef | 00000000.00000000.00000000.07192ad9.00000000.00000000.00000000.00000000. | 1 | 7fffd7 | 00000000.00000000.00000000.00000000.70b2f3c6.00000000.00000000.00000000. | 1 | 7fffc7 | 00000000.00000000.1355966c.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 7fffda | 00000000.8597a957.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffdd | 00000000.00000000.00000000.00000000.00000000.00000000.b2f53608.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.000008fa.00000000.00000000.00000000. | 1 | 7ffff5 | 00000000.00000000.00000000.00000000.00000000.192b3ceb.00000000.00000000. |
| 110 | 1 | 7ffff8 | 00000000.00000000.2567a87c.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffffb | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.2b3d4efd. | 1 | 7fffbf | 00000000.00000000.f537784a.000008fa.00000b2a.00000000.7fffbfe0.00400034. | 1 | 7fffe0 | 00000000.00000000.00000000.97a9bb69.00000000.00000000.00000000.00000000. |
| 111 | 1 | 7ffffe | 00000000.00000000.00000000.00000000.67a9eabe.00000000.00000000.00000000. | 1 | 7fffe3 | f537784a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff1 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.52647625. | 1 | 7fffd6 | 00000000.00000000.00000000.bed0e291.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 3ffff4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.798b9d4d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.64768837.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.61a3e4c0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe8 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.bf01421a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 001 | 1 | 3fffee | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4385c69e.00000000.00000000.00000000. | 1 | 3fffe2 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.889aac5b.00000000.00000000. | 1 | 3fffeb | 00000000.00000000.0143845c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffa | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.9dafc171.00000000.00000000.00000000.00000000. |
| 010 | 1 | 3ffff1 | 00000000.00000000.00000000.00000000.00000000.00000000.85c808e0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c1d3e595. | 1 | 3ffffd | 00000000.00000000.00000000.00000000.00000000.afc1d383.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff9 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.e325663a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 3ffff4 | c80a4b22.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.d3e5f7a7.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe8 | 00000000.acbed07f.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.0a4c8d64.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 3fffe6 | 00000000.00000000.00000000.e5f809b9.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffa | 00000000.00000000.00000000.00000000.4c8ecfa6.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff2 | 00000000.00000000.ef31724c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe9 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.f80a1bcb.00000000.00000000. |
| 101 | 1 | 3fffec | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.0a1c2ddd.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.d113542a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff8 | 00000000.00000000.00000000.00000000.00000000.00000000.73b5f6d0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.31435505. |
| 110 | 1 | 3ffff2 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.2e405201.00000000.00000000.00000000.00000000. | 1 | 3ffffe | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.f83a7b54.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.5597d8ae.00000000.00000000.00000000. | 1 | 3fffef | 00000000.1c2e3fef.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 3fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.7cbeffd8.00000000. | 1 | 3fffe9 | 00000000.00000000.00000000.00000000.00000000.00000000.97da1af0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe1 | 00000000.00000000.00000000.00000000.3a7cbd96.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff5 | 00000000.00000000.00000000.00000000.00000000.40526413.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 7fffd4 | 00000000.00000000.00000000.00000000.00000000.00000000.82c505c0.00000000. | 1 | 7ffff9 | 00000000.00000000.1052934c.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.8294a64d. | 1 | 7fffe1 | 00000000.00000000.00000000.ef0112b9.00000000.00000000.00000000.00000000. |
| 001 | 1 | 7fffff | 00000000.00000000.00000000.00000000.5294d58e.00000000.00000000.00000000. | 1 | 7fffe4 | e022631a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffe7 | 00000000.00000000.00000000.00000000.00000000.011324cb.00000000.00000000. | 1 | 7fffd7 | 00000000.00000000.00000000.162839e1.00000000.00000000.00000000.00000000. |
| 010 | 1 | 7fffc5 | 00000000.00000000.00000000.00000000.00000000.00000000.94d717d0.00000000. | 1 | 7fffea | 00000000.00000000.2264a55c.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffed | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.132536dd. | 1 | 7fffc2 | 00000000.94a6b85f.00000000.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 7fffe3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.3a4c5e05. | 1 | 7fffc8 | 00000000.00000000.00000000.a6b8ca71.00000000.00000000.00000000.00000000. | 1 | 7ffff0 | 00000000.00000000.00000000.00000000.64a6e79e.00000000.00000000.00000000. | 1 | 7fffe0 | 00000000.00000000.07498a44.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 7fffce | 00000000.00000000.00000000.00000000.00000000.b8cadc83.00000000.00000000. | 1 | 7ffff3 | 00000000.253748ef.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff6 | 00000000.00000000.00000000.00000000.00000000.00000000.a6e929e0.00000000. | 1 | 7fffcb | d7195a12.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 7fffd4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.cadcee95. | 1 | 7ffff9 | 00000000.00000000.00000000.37495b01.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.000000bc.00000000.00000000.00000000. | 1 | 7fffd1 | 00000000.00000000.195b9c54.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 7fffd7 | 00000000.00000000.00000000.00000000.5b9dde96.00000000.00000000.00000000. | 1 | 7ffffc | e92b6c22.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.495b6d13.00000ff7.00000c04.00000000.7fffbfe0.00400034. | 1 | 7fffff | 00000000.00000000.00000000.00000000.00000000.495b6d13.00000000.00000000. |
| 111 | 1 | 7fffdd | 00000000.00000000.00000000.00000000.00000000.00000000.9de020d8.00000000. | 1 | 7ffff2 | ce10510a.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff5 | 00000000.00000000.00000000.00000000.00000000.7082943b.00000000.00000000. | 1 | 7fffda | 00000000.dcef00a7.00000000.00000000.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 3ffff6 | 00000000.00000000.00000000.00000000.00000000.97a9bb63.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff9 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a9bbcd75. | 1 | 3fffe2 | 00000000.00000000.00000000.00000000.2567a866.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.67a9eaa8.00000000. |
| 001 | 1 | 3fffed | c5074802.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe8 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.a9ec2cea.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.d0e2f49d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.bbcddf87.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 3ffff3 | 00000000.00000000.00000000.00000000.498bcc86.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffff | 00000000.00000000.00000000.cddff199.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe2 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.dff203ab.00000000.00000000. | 1 | 3ffff6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.8bce0ec8.00000000. |
| 011 | 1 | 3ffff1 | 00000000.00000000.00000000.00000000.00000000.00000000.70b2f3b0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.192b3ce5. | 1 | 3fffe5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.f20415bd.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffec | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.5597d898.00000000. |
| 100 | 1 | 3fffe3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.2b3d4ef7.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff4 | b2f535f2.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe8 | 00000000.041627cf.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.f5377834.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 3fffee | 00000000.00000000.00000000.00000000.00000000.283a4bf3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffffd | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.79bbfcb8.00000000. | 1 | 3ffffa | 00000000.00000000.00000000.00000000.3779ba76.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe6 | 00000000.00000000.00000000.3d4f6109.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 110 | 1 | 3ffff4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4c5e7017.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.bbfe3efa.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff8 | 00000000.00000000.00000000.00000000.00000000.00000000.5ea0e1a0.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffec | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.6173852d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 3ffff7 | 00000000.00000000.00000000.5e708229.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe3 | 00000000.00000000.fe40813c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff2 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.8597a951.00000000.00000000.00000000.00000000. | 1 | 3fffe6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.4082c37e.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                 way0                                 | v |  tag   |                                 way1                                 | v |  tag   |                                 way2                                 | v |  tag   |                                 way3                                 |
| 000 | 1 | 7fffd8 | 00000000.00000000.00000000.00000000.4688c966.00000000.00000000.00000000. | 1 | 7ffffd | d41656f2.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffc0 | 00000000.00000000.00000000.00000000.00000000.a0b2c463.00000000.00000000. | 1 | 7ffff0 | 00000000.00000000.00000000.b5c7d979.00000000.00000000.00000000.00000000. |
| 001 | 1 | 7fffde | 00000000.00000000.00000000.00000000.00000000.00000000.88cb0ba8.00000000. | 1 | 7fffc3 | 00000000.00000000.16589934.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffc6 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.b2c4d675. | 1 | 7fffdb | 00000000.344657f7.00000000.00000000.00000000.00000000.00000000.00000000. |
| 010 | 1 | 7fffc9 | 00000000.00000000.00000000.00000000.589adb76.00000000.00000000.00000000. | 1 | 7ffff9 | 00000000.00000000.fb3d7e1c.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffffc | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.d9ebfd9d. | 1 | 7fffe1 | 00000000.00000000.00000000.46586a09.00000000.00000000.00000000.00000000. |
| 011 | 1 | 7fffe7 | 00000000.00000000.00000000.00000000.00000000.586a7c1b.00000000.00000000. | 1 | 7fffcc | 00000000.c4d6e887.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffcf | 00000000.00000000.00000000.00000000.00000000.00000000.9add1db8.00000000. | 1 | 7fffe4 | cb0d4dea.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 7fffed | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.6a7c8e2d. | 1 | 7fffd2 | 00000000.00000000.00000000.d6e8fa99.00000000.00000000.00000000.00000000. | 1 | 7fffc5 | 00000000.00000000.00000000.00000000.00000000.00000000.7fc202a0.00000000. | 1 | 7fffea | 00000000.00000000.0d4f902c.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 7fffd5 | dd1f5ffa.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffd8 | 00000000.00000000.00000000.00000000.00000000.e8fb0cab.00000000.00000000. | 1 | 7fffbf | 00000000.00000000.00000000.7fffbfb0.000007b9.00000000.00000000.00000000. | 1 | 7ffff0 | 00000000.00000000.00000000.00000000.4f91d26e.00000000.00000000.00000000. |
| 110 | 1 | 7ffff3 | 00000000.7c8ea03f.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 7ffff6 | 00000000.00000000.00000000.00000000.00000000.00000000.91d414b0.00000000. | 1 | 7fffbf | 00000000.00000000.fb0d1ebd.000007b9.00000cdd.00000000.7fffbfe0.00400034. | 1 | 7fffdb | 00000000.00000000.1f61a23c.00000000.00000000.00000000.00000000.00000000. |
| 111 | 1 | 7fffec | 00000000.00000000.00000000.00000000.00000000.00000000.76b8f998.00000000. | 1 | 7fffd1 | 00000000.00000000.04468724.00000000.00000000.00000000.00000000.00000000. | 1 | 7fffd4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.223445e5. | 1 | 7ffff9 | 00000000.00000000.00000000.8ea0b251.00000000.00000000.00000000.00000000. |

Cache content:
|index| v |  tag   |                                                                 way0                                                                 | v |  tag   |                                                                 way1                                                                 | v |  tag   |                                                                 way2                                                                 | v |  tag   |                                                                 way3                                                                 |
| 000 | 1 | 3fffe4 | 00000000.00000000.e92b6c0c.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff3 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.dcef00a1.00000000.00000000.00000000.00000000. | 1 | 3fffe7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.2b6dae4e.00000000.00000000.00000000. | 1 | 3ffffb | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.c7d9eb8b.00000000.00000000. |
| 001 | 1 | 3fffea | 00000000.00000000.00000000.00000000.00000000.00000000.6daff090.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.5294d578.00000000. | 1 | 3ffff6 | 00000000.00000000.00000000.00000000.00000000.ef0112b3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff9 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.011324c5. |
| 010 | 1 | 3fffed | aff232d2.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe4 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.fe1021c1.00000000.00000000.00000000.00000000. | 1 | 3fffe1 | 00000000.ebfe0faf.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.f2347514.00000000.00000000.00000000.00000000.00000000. |
| 011 | 1 | 3fffe2 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.37495afb.00000000.00000000. | 1 | 3ffff3 | 00000000.00000000.00000000.00000000.3476b756.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe7 | 00000000.00000000.00000000.00000000.00000000.102233d3.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffff | 00000000.00000000.00000000.253748e9.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 100 | 1 | 3fffe0 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.70829435. | 1 | 3ffff1 | 00000000.00000000.00000000.00000000.00000000.00000000.5b9dde80.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffe5 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.495b6d0d.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff9 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.b8fb3bda.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
| 101 | 1 | 3fffe8 | 00000000.5b6d7f1f.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3ffff7 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.e0226304.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffff | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.3d7fc05e.00000000.00000000.00000000. | 1 | 3fffeb | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.6d7f9131.00000000.00000000.00000000.00000000. |
| 110 | 1 | 3ffff1 | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.91a3b555. | 1 | 3ffffd | 00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.64a6e788.00000000. | 1 | 3ffffa | 00000000.00000000.00000000.00000000.2264a546.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. | 1 | 3fffee | 00000000.00000000.00000000.00000000.00000000.7f91a343.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000.00000000. |
